classifier,n,Lhat,trainTime,testTime,iterate
MLP, 100, 0.483000000, 0.408666849, 0.004276991, 1
MLP, 100, 0.488000000, 0.490123034, 0.003525019, 2
MLP, 100, 0.494000000, 0.383266926, 0.002807856, 3
MLP, 100, 0.491000000, 0.398970842, 0.003026009, 4
MLP, 100, 0.497000000, 0.479428053, 0.002728939, 5
MLP, 100, 0.504000000, 0.407459021, 0.002773046, 6
MLP, 100, 0.516000000, 0.424905062, 0.002914190, 7
MLP, 100, 0.492000000, 0.490697861, 0.003260136, 8
MLP, 100, 0.493000000, 0.410121918, 0.003262043, 9
S-RerF, 100, 0.472000000, 0.066893101, 0.007034779, 0
S-RerF, 100, 0.505000000, 0.079727173, 0.006689072, 1
S-RerF, 100, 0.506000000, 0.066262007, 0.007483006, 2
S-RerF, 100, 0.481000000, 0.068467855, 0.009744883, 3
S-RerF, 100, 0.501000000, 0.067013979, 0.009883165, 4
S-RerF, 100, 0.513000000, 0.071399927, 0.015183210, 5
S-RerF, 100, 0.500000000, 0.064302921, 0.006525993, 6
S-RerF, 100, 0.525000000, 0.062719822, 0.007128000, 7
S-RerF, 100, 0.522000000, 0.065353870, 0.006951094, 8
S-RerF, 100, 0.493000000, 0.062412977, 0.006788254, 9
MT-MORF, 100, 0.497000000, 0.067452908, 0.007629156, 0
MT-MORF, 100, 0.515000000, 0.073956013, 0.007078886, 1
MT-MORF, 100, 0.497000000, 0.066696167, 0.007669210, 2
MT-MORF, 100, 0.510000000, 0.069101810, 0.007828951, 3
MT-MORF, 100, 0.522000000, 0.076071978, 0.007004976, 4
MT-MORF, 100, 0.482000000, 0.070029020, 0.006369829, 5
MT-MORF, 100, 0.497000000, 0.064363003, 0.007343054, 6
MT-MORF, 100, 0.478000000, 0.065369844, 0.006578922, 7
MT-MORF, 100, 0.512000000, 0.068778992, 0.006732941, 8
MT-MORF, 100, 0.496000000, 0.063297749, 0.013923168, 9
Log. Reg, 200, 0.518000000, 0.012762070, 0.000730753, 0
Log. Reg, 200, 0.512000000, 0.013180017, 0.000771761, 1
Log. Reg, 200, 0.493000000, 0.010038137, 0.000662804, 2
Log. Reg, 200, 0.498000000, 0.012543917, 0.000713110, 3
Log. Reg, 200, 0.508000000, 0.013133049, 0.000786781, 4
Log. Reg, 200, 0.500000000, 0.013405085, 0.000722885, 5
Log. Reg, 200, 0.487000000, 0.013099909, 0.000756979, 6
Log. Reg, 200, 0.497000000, 0.012032032, 0.000699997, 7
Log. Reg, 200, 0.513000000, 0.013025045, 0.000711203, 8
Log. Reg, 200, 0.508000000, 0.009901047, 0.000794888, 9
Lin. SVM, 200, 0.504000000, 0.129211187, 0.000720263, 0
Lin. SVM, 200, 0.476000000, 0.154715776, 0.000757933, 1
Lin. SVM, 200, 0.505000000, 0.130060673, 0.000687122, 2
Lin. SVM, 200, 0.466000000, 0.154057264, 0.000710011, 3
Lin. SVM, 200, 0.529000000, 0.140999317, 0.000728130, 4
Lin. SVM, 200, 0.504000000, 0.128561974, 0.000704050, 5
Lin. SVM, 200, 0.520000000, 0.129961014, 0.000777006, 6
Lin. SVM, 200, 0.519000000, 0.144293308, 0.000703096, 7
Lin. SVM, 200, 0.490000000, 0.149654150, 0.000746012, 8
Lin. SVM, 200, 0.545000000, 0.155164957, 0.000705004, 9
SVM, 200, 0.496000000, 0.029793978, 0.133552074, 0
SVM, 200, 0.493000000, 0.029020071, 0.132033110, 1
SVM, 200, 0.494000000, 0.038110018, 0.146108150, 2
SVM, 200, 0.495000000, 0.027965784, 0.131799698, 3
SVM, 200, 0.493000000, 0.028333664, 0.128147840, 4
SVM, 200, 0.487000000, 0.029587030, 0.129703999, 5
SVM, 200, 0.493000000, 0.028594017, 0.133080006, 6
SVM, 200, 0.493000000, 0.028584957, 0.134468079, 7
SVM, 200, 0.492000000, 0.027847052, 0.131155968, 8
SVM, 200, 0.493000000, 0.028239965, 0.130360126, 9
kNN, 200, 0.476000000, 0.001735210, 0.058897972, 0
kNN, 200, 0.490000000, 0.001723766, 0.055721998, 1
kNN, 200, 0.481000000, 0.001807928, 0.060509920, 2
kNN, 200, 0.500000000, 0.001923084, 0.064928055, 3
kNN, 200, 0.490000000, 0.002221823, 0.055231094, 4
kNN, 200, 0.493000000, 0.001753807, 0.063604116, 5
kNN, 200, 0.503000000, 0.001878023, 0.064868927, 6
kNN, 200, 0.494000000, 0.002126932, 0.061999798, 7
kNN, 200, 0.481000000, 0.002287149, 0.061994076, 8
kNN, 200, 0.504000000, 0.002182961, 0.062469959, 9
RF, 200, 0.518000000, 0.147259235, 0.019603968, 0
RF, 200, 0.488000000, 0.165424109, 0.023470879, 1
RF, 200, 0.500000000, 0.147129774, 0.017253160, 2
RF, 200, 0.477000000, 0.141644001, 0.017657995, 3
RF, 200, 0.496000000, 0.156275988, 0.026588917, 4
RF, 200, 0.471000000, 0.143579960, 0.021254301, 5
RF, 200, 0.491000000, 0.179885149, 0.032310247, 6
RF, 200, 0.496000000, 0.178701162, 0.024711847, 7
RF, 200, 0.493000000, 0.132287979, 0.016613960, 8
RF, 200, 0.490000000, 0.137953043, 0.017198086, 9
MLP, 200, 0.488000000, 1.478178024, 0.003123283, 0
MLP, 200, 0.489000000, 0.975274086, 0.003075123, 1
MLP, 200, 0.477000000, 0.709033966, 0.002618790, 2
MLP, 200, 0.502000000, 0.903613806, 0.002935886, 3
MLP, 200, 0.507000000, 0.881672859, 0.002585888, 4
MLP, 200, 0.484000000, 0.778905869, 0.002605200, 5
MLP, 200, 0.479000000, 0.974097013, 0.002765179, 6
MLP, 200, 0.493000000, 0.761692047, 0.002630949, 7
MLP, 200, 0.499000000, 0.702378035, 0.002671003, 8
MLP, 200, 0.519000000, 1.045850992, 0.002999067, 9
S-RerF, 200, 0.460000000, 0.182382107, 0.008245945, 0
S-RerF, 200, 0.501000000, 0.179888964, 0.008663177, 1
S-RerF, 200, 0.503000000, 0.172336102, 0.008747578, 2
S-RerF, 200, 0.489000000, 0.173756123, 0.008110762, 3
S-RerF, 200, 0.508000000, 0.170858145, 0.008459091, 4
S-RerF, 200, 0.480000000, 0.176761866, 0.037800074, 5
S-RerF, 200, 0.484000000, 0.167696953, 0.007941723, 6
S-RerF, 200, 0.474000000, 0.172576904, 0.009971857, 7
S-RerF, 200, 0.496000000, 0.176651955, 0.009436846, 8
S-RerF, 200, 0.492000000, 0.192135096, 0.008508921, 9
MT-MORF, 200, 0.512000000, 0.183078766, 0.008895159, 0
MT-MORF, 200, 0.493000000, 0.173511028, 0.008833885, 1
MT-MORF, 200, 0.516000000, 0.186935186, 0.009251118, 2
MT-MORF, 200, 0.460000000, 0.182283163, 0.010236025, 3
MT-MORF, 200, 0.493000000, 0.183084011, 0.008385897, 4
MT-MORF, 200, 0.503000000, 0.245959759, 0.046467066, 5
MT-MORF, 200, 0.512000000, 0.184483051, 0.007897139, 6
MT-MORF, 200, 0.482000000, 0.183860064, 0.009777069, 7
MT-MORF, 200, 0.503000000, 0.187066317, 0.008298159, 8
MT-MORF, 200, 0.506000000, 0.174469948, 0.011884928, 9
Log. Reg, 400, 0.498000000, 0.024861097, 0.000705004, 0
Log. Reg, 400, 0.494000000, 0.031424999, 0.000711918, 1
Log. Reg, 400, 0.522000000, 0.028939962, 0.000761032, 2
Log. Reg, 400, 0.485000000, 0.028976917, 0.000751019, 3
Log. Reg, 400, 0.499000000, 0.031169891, 0.000702858, 4
Log. Reg, 400, 0.484000000, 0.028294086, 0.000715017, 5
Log. Reg, 400, 0.515000000, 0.028209209, 0.000884056, 6
Log. Reg, 400, 0.500000000, 0.031804800, 0.000840902, 7
Log. Reg, 400, 0.496000000, 0.028976917, 0.000699759, 8
Log. Reg, 400, 0.491000000, 0.025986910, 0.000711203, 9
Lin. SVM, 400, 0.470000000, 0.379467010, 0.000746965, 0
Lin. SVM, 400, 0.498000000, 0.358783960, 0.000699043, 1
Lin. SVM, 400, 0.490000000, 0.359200954, 0.000705957, 2
Lin. SVM, 400, 0.509000000, 0.361304998, 0.000697851, 3
Lin. SVM, 400, 0.525000000, 0.355396032, 0.000740051, 4
Lin. SVM, 400, 0.523000000, 0.357352972, 0.000699043, 5
Lin. SVM, 400, 0.500000000, 0.379061937, 0.000704050, 6
Lin. SVM, 400, 0.496000000, 0.386170864, 0.000700951, 7
Lin. SVM, 400, 0.480000000, 0.357244253, 0.000703096, 8
Lin. SVM, 400, 0.506000000, 0.365798950, 0.000696182, 9
SVM, 400, 0.497000000, 0.111767054, 0.256828070, 0
SVM, 400, 0.511000000, 0.110135794, 0.273800850, 1
SVM, 400, 0.489000000, 0.107975245, 0.264118910, 2
SVM, 400, 0.491000000, 0.108323097, 0.262357950, 3
SVM, 400, 0.490000000, 0.115660906, 0.267211914, 4
SVM, 400, 0.497000000, 0.105566263, 0.258895874, 5
SVM, 400, 0.491000000, 0.108704090, 0.261529207, 6
SVM, 400, 0.491000000, 0.110121012, 0.258937836, 7
SVM, 400, 0.511000000, 0.109450102, 0.260015011, 8
SVM, 400, 0.506000000, 0.107856750, 0.258497000, 9
kNN, 400, 0.502000000, 0.003625870, 0.085678101, 0
kNN, 400, 0.481000000, 0.003600836, 0.087077141, 1
kNN, 400, 0.488000000, 0.003732443, 0.086778164, 2
kNN, 400, 0.470000000, 0.003639936, 0.088140011, 3
kNN, 400, 0.497000000, 0.003538847, 0.076617956, 4
kNN, 400, 0.502000000, 0.003415823, 0.077735186, 5
kNN, 400, 0.504000000, 0.003472090, 0.088715076, 6
kNN, 400, 0.502000000, 0.003510952, 0.085830927, 7
kNN, 400, 0.496000000, 0.004029036, 0.087249279, 8
kNN, 400, 0.485000000, 0.003657818, 0.091718197, 9
RF, 400, 0.516000000, 0.164419174, 0.019494057, 0
RF, 400, 0.501000000, 0.163677931, 0.018254995, 1
RF, 400, 0.482000000, 0.160653114, 0.016731024, 2
RF, 400, 0.535000000, 0.163448811, 0.017721176, 3
RF, 400, 0.470000000, 0.166911840, 0.041553736, 4
RF, 400, 0.497000000, 0.163844109, 0.017067909, 5
RF, 400, 0.456000000, 0.161175728, 0.017209291, 6
RF, 400, 0.513000000, 0.163611174, 0.017766237, 7
RF, 400, 0.501000000, 0.162824869, 0.017045975, 8
RF, 400, 0.467000000, 0.163630009, 0.017088652, 9
MLP, 400, 0.513000000, 2.000034809, 0.002656937, 0
MLP, 400, 0.502000000, 1.763127089, 0.002586842, 1
MLP, 400, 0.515000000, 2.114744186, 0.002782822, 2
MLP, 400, 0.503000000, 2.199980974, 0.002971172, 3
MLP, 400, 0.501000000, 2.273225069, 0.002661943, 4
MLP, 400, 0.501000000, 2.174260855, 0.003256083, 5
MLP, 400, 0.513000000, 1.987876892, 0.002753258, 6
MLP, 400, 0.504000000, 2.154880047, 0.002799988, 7
MLP, 400, 0.501000000, 2.588121653, 0.003252029, 8
MLP, 400, 0.501000000, 2.969950914, 0.002801895, 9
S-RerF, 400, 0.503000000, 0.439802170, 0.011812210, 0
S-RerF, 400, 0.496000000, 0.445584774, 0.009721994, 1
S-RerF, 400, 0.487000000, 0.442098379, 0.010091066, 2
S-RerF, 400, 0.488000000, 0.432240963, 0.009104967, 3
S-RerF, 400, 0.463000000, 0.436983109, 0.010107040, 4
S-RerF, 400, 0.470000000, 0.494846106, 0.039640188, 5
S-RerF, 400, 0.497000000, 0.459259033, 0.009751081, 6
S-RerF, 400, 0.503000000, 0.436568022, 0.010490179, 7
S-RerF, 400, 0.488000000, 0.459258080, 0.010602951, 8
S-RerF, 400, 0.525000000, 0.446919918, 0.009693861, 9
MT-MORF, 400, 0.494000000, 0.457792044, 0.009407043, 0
MT-MORF, 400, 0.472000000, 0.458307028, 0.010905981, 1
MT-MORF, 400, 0.474000000, 0.485602617, 0.010890961, 2
MT-MORF, 400, 0.496000000, 0.457052946, 0.009061098, 3
MT-MORF, 400, 0.466000000, 0.448291063, 0.010155201, 4
MT-MORF, 400, 0.514000000, 0.508553028, 0.010843992, 5
MT-MORF, 400, 0.506000000, 0.476291656, 0.047316074, 6
MT-MORF, 400, 0.496000000, 0.470636845, 0.010324001, 7
MT-MORF, 400, 0.492000000, 0.469564915, 0.012692928, 8
MT-MORF, 400, 0.488000000, 0.467277765, 0.008973122, 9
Log. Reg, 1000, 0.515000000, 0.284259081, 0.000730753, 0
Log. Reg, 1000, 0.505000000, 0.256538153, 0.000977039, 1
Log. Reg, 1000, 0.465000000, 0.281757116, 0.000711918, 2
Log. Reg, 1000, 0.501000000, 0.235865831, 0.000725985, 3
Log. Reg, 1000, 0.515000000, 0.304648876, 0.000730038, 4
Log. Reg, 1000, 0.502000000, 0.292368889, 0.000728130, 5
Log. Reg, 1000, 0.493000000, 0.283324957, 0.000703096, 6
Log. Reg, 1000, 0.531000000, 0.299381971, 0.000718832, 7
Log. Reg, 1000, 0.507000000, 0.420253992, 0.001045942, 8
Log. Reg, 1000, 0.491000000, 0.361255884, 0.000823021, 9
Lin. SVM, 1000, 0.504000000, 1.076503038, 0.000704050, 0
Lin. SVM, 1000, 0.484000000, 1.133394003, 0.000874996, 1
Lin. SVM, 1000, 0.501000000, 0.929839849, 0.000707150, 2
Lin. SVM, 1000, 0.511000000, 0.938637018, 0.000697851, 3
Lin. SVM, 1000, 0.518000000, 1.008939028, 0.000770092, 4
Lin. SVM, 1000, 0.493000000, 1.116096973, 0.000850916, 5
Lin. SVM, 1000, 0.504000000, 1.149518013, 0.000844002, 6
Lin. SVM, 1000, 0.518000000, 1.177981138, 0.000739098, 7
Lin. SVM, 1000, 0.510000000, 1.074537992, 0.000897169, 8
Lin. SVM, 1000, 0.488000000, 0.939694881, 0.000712872, 9
SVM, 1000, 0.515000000, 0.692251921, 0.686902046, 0
SVM, 1000, 0.490000000, 0.732936859, 0.686021090, 1
SVM, 1000, 0.503000000, 0.698957205, 0.676390886, 2
SVM, 1000, 0.532000000, 0.680519104, 0.653426886, 3
SVM, 1000, 0.488000000, 0.791655064, 0.728716135, 4
SVM, 1000, 0.509000000, 0.758359909, 0.652465105, 5
SVM, 1000, 0.502000000, 0.683056355, 0.704302788, 6
SVM, 1000, 0.500000000, 0.840129137, 0.725780010, 7
SVM, 1000, 0.490000000, 0.678718090, 0.689818144, 8
SVM, 1000, 0.498000000, 0.933012962, 0.822206020, 9
kNN, 1000, 0.510000000, 0.014620781, 0.265772104, 0
kNN, 1000, 0.518000000, 0.013617039, 0.193221807, 1
kNN, 1000, 0.476000000, 0.013926029, 0.207150936, 2
kNN, 1000, 0.486000000, 0.014450073, 0.198815823, 3
kNN, 1000, 0.510000000, 0.012829781, 0.197566986, 4
kNN, 1000, 0.503000000, 0.020405054, 0.258906841, 5
kNN, 1000, 0.488000000, 0.013398886, 0.226468801, 6
kNN, 1000, 0.484000000, 0.015707016, 0.217630863, 7
kNN, 1000, 0.517000000, 0.013531923, 0.200410843, 8
kNN, 1000, 0.517000000, 0.012887955, 0.200229883, 9
RF, 1000, 0.516000000, 0.301423788, 0.021392107, 0
RF, 1000, 0.506000000, 0.295109272, 0.020730972, 1
RF, 1000, 0.481000000, 0.289095163, 0.019208908, 2
RF, 1000, 0.529000000, 0.294481993, 0.025333166, 3
RF, 1000, 0.521000000, 0.299299955, 0.018914223, 4
RF, 1000, 0.480000000, 0.302480936, 0.018249035, 5
RF, 1000, 0.492000000, 0.307465315, 0.019471169, 6
RF, 1000, 0.493000000, 0.301596880, 0.019321203, 7
RF, 1000, 0.514000000, 0.297403812, 0.019515753, 8
RF, 1000, 0.509000000, 0.300973892, 0.024626970, 9
MLP, 1000, 0.486000000, 7.853413105, 0.004195929, 0
MLP, 1000, 0.485000000, 7.704435110, 0.002896309, 1
MLP, 1000, 0.487000000, 2.008656025, 0.002757788, 2
MLP, 1000, 0.491000000, 6.997010231, 0.003246784, 3
MLP, 1000, 0.528000000, 7.301607847, 0.002840757, 4
MLP, 1000, 0.518000000, 8.144158840, 0.003794909, 5
MLP, 1000, 0.485000000, 6.788592100, 0.003036976, 6
MLP, 1000, 0.495000000, 1.060884953, 0.002757788, 7
MLP, 1000, 0.517000000, 2.386265993, 0.002809048, 8
MLP, 1000, 0.514000000, 1.274883032, 0.003163815, 9
S-RerF, 1000, 0.493000000, 1.697458029, 0.011970997, 0
S-RerF, 1000, 0.530000000, 1.697618008, 0.018129110, 1
S-RerF, 1000, 0.503000000, 1.932896137, 0.029790163, 2
S-RerF, 1000, 0.515000000, 2.036292315, 0.012395859, 3
S-RerF, 1000, 0.507000000, 2.133450270, 0.080693007, 4
S-RerF, 1000, 0.495000000, 1.989618778, 0.040540934, 5
S-RerF, 1000, 0.489000000, 2.645119905, 0.021471977, 6
S-RerF, 1000, 0.478000000, 1.904852867, 0.070018053, 7
S-RerF, 1000, 0.499000000, 2.236680746, 0.091054916, 8
S-RerF, 1000, 0.492000000, 2.660227060, 0.111247063, 9
MT-MORF, 1000, 0.523000000, 2.000008106, 0.056529045, 0
MT-MORF, 1000, 0.516000000, 2.277491093, 0.410375834, 1
MT-MORF, 1000, 0.513000000, 1.992948294, 0.013159275, 2
MT-MORF, 1000, 0.516000000, 1.775754929, 0.088334799, 3
MT-MORF, 1000, 0.505000000, 1.687906027, 0.209210873, 4
MT-MORF, 1000, 0.494000000, 2.216624260, 0.054029942, 5
MT-MORF, 1000, 0.496000000, 2.434330940, 0.127307177, 6
MT-MORF, 1000, 0.503000000, 3.324924231, 0.136888027, 7
MT-MORF, 1000, 0.485000000, 2.672495842, 0.094547033, 8
MT-MORF, 1000, 0.498000000, 2.172630072, 0.211332083, 9
