classifier,n,Lhat,trainTime,testTime,iterate
MLP, 50, 0.476000000, 0.348694086, 0.003827810, 1
MLP, 50, 0.506000000, 0.375679016, 0.002894878, 2
MLP, 50, 0.482000000, 0.291790009, 0.003199816, 3
MLP, 50, 0.505000000, 0.345482826, 0.004418135, 4
MLP, 50, 0.495000000, 0.302814007, 0.002844095, 5
MLP, 50, 0.501000000, 0.281469822, 0.003325939, 6
MLP, 50, 0.481000000, 0.279738903, 0.002660275, 7
MLP, 50, 0.501000000, 0.292705059, 0.002647877, 8
MLP, 50, 0.502000000, 0.278247833, 0.003237963, 9
S-RerF, 50, 0.503000000, 0.025142908, 0.011118174, 0
S-RerF, 50, 0.501000000, 0.021909714, 0.015264034, 1
S-RerF, 50, 0.479000000, 0.025264025, 0.011434078, 2
S-RerF, 50, 0.502000000, 0.026524067, 0.010959148, 3
S-RerF, 50, 0.506000000, 0.030695200, 0.018665314, 4
S-RerF, 50, 0.483000000, 0.027517080, 0.007017136, 5
S-RerF, 50, 0.488000000, 0.029753923, 0.010362148, 6
S-RerF, 50, 0.490000000, 0.027084112, 0.033471823, 7
S-RerF, 50, 0.483000000, 0.021394014, 0.005404949, 8
S-RerF, 50, 0.512000000, 0.023726225, 0.012341261, 9
MT-MORF, 50, 0.496000000, 0.032938957, 0.044581890, 0
MT-MORF, 50, 0.494000000, 0.029263973, 0.048670053, 1
MT-MORF, 50, 0.502000000, 0.025110960, 0.009353876, 2
MT-MORF, 50, 0.509000000, 0.026036978, 0.058882952, 3
MT-MORF, 50, 0.502000000, 0.027484894, 0.008048058, 4
MT-MORF, 50, 0.502000000, 0.028818130, 0.011346340, 5
MT-MORF, 50, 0.492000000, 0.022614956, 0.008496761, 6
MT-MORF, 50, 0.477000000, 0.026468277, 0.010924816, 7
MT-MORF, 50, 0.509000000, 0.028712273, 0.015851021, 8
MT-MORF, 50, 0.487000000, 0.024851084, 0.010523081, 9
Log. Reg, 100, 0.509000000, 0.011356115, 0.001741171, 0
Log. Reg, 100, 0.505000000, 0.005986929, 0.001098871, 1
Log. Reg, 100, 0.512000000, 0.005035877, 0.000652075, 2
Log. Reg, 100, 0.515000000, 0.005743027, 0.000895262, 3
Log. Reg, 100, 0.507000000, 0.004206181, 0.000674009, 4
Log. Reg, 100, 0.477000000, 0.004692078, 0.000671864, 5
Log. Reg, 100, 0.482000000, 0.004569054, 0.000680923, 6
Log. Reg, 100, 0.517000000, 0.005245924, 0.000664234, 7
Log. Reg, 100, 0.499000000, 0.006187916, 0.000846863, 8
Log. Reg, 100, 0.514000000, 0.006976128, 0.001052141, 9
Lin. SVM, 100, 0.508000000, 0.051337242, 0.001034975, 0
Lin. SVM, 100, 0.490000000, 0.049363852, 0.000752926, 1
Lin. SVM, 100, 0.500000000, 0.040673018, 0.000710011, 2
Lin. SVM, 100, 0.482000000, 0.047940254, 0.000701904, 3
Lin. SVM, 100, 0.480000000, 0.050199032, 0.000850916, 4
Lin. SVM, 100, 0.487000000, 0.045630217, 0.000768661, 5
Lin. SVM, 100, 0.515000000, 0.042394876, 0.000802994, 6
Lin. SVM, 100, 0.508000000, 0.047126055, 0.000706196, 7
Lin. SVM, 100, 0.507000000, 0.056629896, 0.000751734, 8
Lin. SVM, 100, 0.505000000, 0.045495987, 0.000723124, 9
SVM, 100, 0.493000000, 0.009814024, 0.078479767, 0
SVM, 100, 0.493000000, 0.027601004, 0.089040279, 1
SVM, 100, 0.493000000, 0.010053873, 0.077004910, 2
SVM, 100, 0.493000000, 0.008847952, 0.071755171, 3
SVM, 100, 0.493000000, 0.011949062, 0.086192131, 4
SVM, 100, 0.493000000, 0.009052038, 0.074866295, 5
SVM, 100, 0.493000000, 0.012888193, 0.107037067, 6
SVM, 100, 0.493000000, 0.012722969, 0.087449789, 7
SVM, 100, 0.493000000, 0.009055853, 0.089894772, 8
SVM, 100, 0.493000000, 0.010420084, 0.082254171, 9
kNN, 100, 0.492000000, 0.001773119, 0.053181887, 0
kNN, 100, 0.494000000, 0.002613068, 0.082243919, 1
kNN, 100, 0.484000000, 0.001453161, 0.050122976, 2
kNN, 100, 0.502000000, 0.001419067, 0.048432112, 3
kNN, 100, 0.501000000, 0.001210928, 0.052459955, 4
kNN, 100, 0.494000000, 0.001209974, 0.057716131, 5
kNN, 100, 0.488000000, 0.001204967, 0.054425955, 6
kNN, 100, 0.491000000, 0.001784086, 0.074054956, 7
kNN, 100, 0.467000000, 0.001227140, 0.050877094, 8
kNN, 100, 0.484000000, 0.001139402, 0.044996738, 9
RF, 100, 0.485000000, 0.199168682, 0.017108917, 0
RF, 100, 0.521000000, 0.124351978, 0.016891956, 1
RF, 100, 0.514000000, 0.133953094, 0.022969246, 2
RF, 100, 0.500000000, 0.141359091, 0.020011902, 3
RF, 100, 0.509000000, 0.145011902, 0.017719030, 4
RF, 100, 0.513000000, 0.144865036, 0.031518936, 5
RF, 100, 0.490000000, 0.146106005, 0.016243935, 6
RF, 100, 0.485000000, 0.131823063, 0.017018795, 7
RF, 100, 0.474000000, 0.180655718, 0.021854877, 8
RF, 100, 0.509000000, 0.156872749, 0.020930052, 9
MLP, 100, 0.492000000, 0.592093229, 0.003001928, 0
MLP, 100, 0.457000000, 0.652122736, 0.002916813, 1
MLP, 100, 0.524000000, 0.538831234, 0.002465010, 2
MLP, 100, 0.507000000, 0.402180910, 0.002650023, 3
MLP, 100, 0.508000000, 0.366401911, 0.003273964, 4
MLP, 100, 0.513000000, 0.550186157, 0.002969980, 5
MLP, 100, 0.523000000, 0.493486881, 0.003220081, 6
MLP, 100, 0.519000000, 0.467170715, 0.002943993, 7
MLP, 100, 0.498000000, 0.387008190, 0.002541780, 8
MLP, 100, 0.508000000, 0.510560036, 0.002475977, 9
S-RerF, 100, 0.520000000, 0.069428921, 0.006675243, 0
S-RerF, 100, 0.487000000, 0.073421717, 0.007204056, 1
S-RerF, 100, 0.511000000, 0.065994263, 0.007375956, 2
S-RerF, 100, 0.492000000, 0.067727804, 0.007302999, 3
S-RerF, 100, 0.508000000, 0.065126896, 0.008199930, 4
S-RerF, 100, 0.504000000, 0.065424919, 0.006309271, 5
S-RerF, 100, 0.496000000, 0.099882126, 0.056597948, 6
S-RerF, 100, 0.505000000, 0.078953981, 0.040569067, 7
S-RerF, 100, 0.493000000, 0.065959215, 0.006629944, 8
S-RerF, 100, 0.498000000, 0.065199852, 0.006752014, 9
MT-MORF, 100, 0.476000000, 0.067362785, 0.006514311, 0
MT-MORF, 100, 0.497000000, 0.071287870, 0.006774902, 1
MT-MORF, 100, 0.495000000, 0.071885109, 0.016242981, 2
MT-MORF, 100, 0.487000000, 0.079128027, 0.010180950, 3
MT-MORF, 100, 0.489000000, 0.071020126, 0.006952286, 4
MT-MORF, 100, 0.494000000, 0.070120811, 0.007899761, 5
MT-MORF, 100, 0.536000000, 0.076080799, 0.006731987, 6
MT-MORF, 100, 0.491000000, 0.067791224, 0.006447792, 7
MT-MORF, 100, 0.521000000, 0.068532944, 0.008351803, 8
MT-MORF, 100, 0.494000000, 0.076690912, 0.007279873, 9
Log. Reg, 200, 0.495000000, 0.010092974, 0.000679016, 0
Log. Reg, 200, 0.470000000, 0.010974884, 0.000679016, 1
Log. Reg, 200, 0.513000000, 0.014461994, 0.001031160, 2
Log. Reg, 200, 0.515000000, 0.011212111, 0.000742197, 3
Log. Reg, 200, 0.496000000, 0.014619112, 0.000849009, 4
Log. Reg, 200, 0.506000000, 0.012812853, 0.000780821, 5
Log. Reg, 200, 0.476000000, 0.011959076, 0.000714064, 6
Log. Reg, 200, 0.501000000, 0.014487982, 0.001098156, 7
Log. Reg, 200, 0.510000000, 0.014617205, 0.000707865, 8
Log. Reg, 200, 0.464000000, 0.014476776, 0.000851870, 9
Lin. SVM, 200, 0.484000000, 0.128967762, 0.000698805, 0
Lin. SVM, 200, 0.512000000, 0.243326902, 0.001089096, 1
Lin. SVM, 200, 0.489000000, 0.172634125, 0.000759840, 2
Lin. SVM, 200, 0.491000000, 0.195826054, 0.012999773, 3
Lin. SVM, 200, 0.503000000, 0.142072201, 0.000699997, 4
Lin. SVM, 200, 0.516000000, 0.145580053, 0.000992060, 5
Lin. SVM, 200, 0.477000000, 0.135355949, 0.000709057, 6
Lin. SVM, 200, 0.498000000, 0.150460243, 0.000702858, 7
Lin. SVM, 200, 0.476000000, 0.129213333, 0.000701189, 8
Lin. SVM, 200, 0.487000000, 0.166923046, 0.001000881, 9
SVM, 200, 0.493000000, 0.031177998, 0.135816813, 0
SVM, 200, 0.494000000, 0.031009912, 0.141040087, 1
SVM, 200, 0.491000000, 0.029176950, 0.129669905, 2
SVM, 200, 0.493000000, 0.031895161, 0.165502071, 3
SVM, 200, 0.494000000, 0.028285027, 0.134270906, 4
SVM, 200, 0.492000000, 0.028869867, 0.131853104, 5
SVM, 200, 0.494000000, 0.028132915, 0.135947943, 6
SVM, 200, 0.499000000, 0.028741837, 0.132761240, 7
SVM, 200, 0.494000000, 0.027348995, 0.128434896, 8
SVM, 200, 0.493000000, 0.030338049, 0.135088921, 9
kNN, 200, 0.473000000, 0.001850128, 0.057335138, 0
kNN, 200, 0.509000000, 0.001797199, 0.065866232, 1
kNN, 200, 0.497000000, 0.001768351, 0.054601192, 2
kNN, 200, 0.499000000, 0.001876116, 0.063618183, 3
kNN, 200, 0.504000000, 0.001739025, 0.067470789, 4
kNN, 200, 0.495000000, 0.002500772, 0.071033001, 5
kNN, 200, 0.499000000, 0.001978159, 0.053918123, 6
kNN, 200, 0.490000000, 0.001790047, 0.061680079, 7
kNN, 200, 0.502000000, 0.001815796, 0.062545061, 8
kNN, 200, 0.513000000, 0.001980305, 0.065171003, 9
RF, 200, 0.498000000, 0.134264231, 0.016902208, 0
RF, 200, 0.498000000, 0.132467270, 0.017343998, 1
RF, 200, 0.492000000, 0.148596048, 0.016629457, 2
RF, 200, 0.508000000, 0.153903008, 0.019662142, 3
RF, 200, 0.493000000, 0.141401052, 0.020120859, 4
RF, 200, 0.480000000, 0.160472631, 0.018594027, 5
RF, 200, 0.477000000, 0.147726297, 0.021034956, 6
RF, 200, 0.499000000, 0.133836031, 0.016862869, 7
RF, 200, 0.511000000, 0.188601971, 0.019415855, 8
RF, 200, 0.498000000, 0.135033131, 0.018256903, 9
MLP, 200, 0.489000000, 1.496531963, 0.002693892, 0
MLP, 200, 0.484000000, 1.180917978, 0.004283905, 1
MLP, 200, 0.470000000, 1.540045023, 0.003492117, 2
MLP, 200, 0.485000000, 1.073011875, 0.003687859, 3
MLP, 200, 0.520000000, 1.337134123, 0.003027916, 4
MLP, 200, 0.483000000, 1.004130125, 0.002411842, 5
MLP, 200, 0.526000000, 1.260197878, 0.003368139, 6
MLP, 200, 0.505000000, 1.175796032, 0.003190994, 7
MLP, 200, 0.515000000, 0.813883066, 0.003543854, 8
MLP, 200, 0.512000000, 0.805999041, 0.002979755, 9
S-RerF, 200, 0.498000000, 0.182446003, 0.011545897, 0
S-RerF, 200, 0.520000000, 0.186755180, 0.007768154, 1
S-RerF, 200, 0.514000000, 0.172284126, 0.009120703, 2
S-RerF, 200, 0.494000000, 0.171591759, 0.007464886, 3
S-RerF, 200, 0.467000000, 0.174112082, 0.007792950, 4
S-RerF, 200, 0.505000000, 0.171889782, 0.007902145, 5
S-RerF, 200, 0.479000000, 0.165108919, 0.007467985, 6
S-RerF, 200, 0.482000000, 0.177608013, 0.009254932, 7
S-RerF, 200, 0.490000000, 0.174164057, 0.011010885, 8
S-RerF, 200, 0.468000000, 0.175124168, 0.007745028, 9
MT-MORF, 200, 0.490000000, 0.176181078, 0.008335829, 0
MT-MORF, 200, 0.509000000, 0.204268694, 0.008897066, 1
MT-MORF, 200, 0.505000000, 0.222111940, 0.017872095, 2
MT-MORF, 200, 0.478000000, 0.223750114, 0.017969131, 3
MT-MORF, 200, 0.482000000, 0.211269140, 0.018063784, 4
MT-MORF, 200, 0.502000000, 0.233175039, 0.022901058, 5
MT-MORF, 200, 0.504000000, 0.200610638, 0.012955904, 6
MT-MORF, 200, 0.505000000, 0.273605824, 0.015264988, 7
MT-MORF, 200, 0.493000000, 0.194361925, 0.012604952, 8
MT-MORF, 200, 0.537000000, 0.311389923, 0.109046936, 9
Log. Reg, 400, 0.479000000, 0.034292936, 0.000788212, 0
Log. Reg, 400, 0.509000000, 0.044498205, 0.000774145, 1
Log. Reg, 400, 0.494000000, 0.046169043, 0.000743866, 2
Log. Reg, 400, 0.492000000, 0.027935028, 0.000699759, 3
Log. Reg, 400, 0.488000000, 0.028689861, 0.000770092, 4
Log. Reg, 400, 0.475000000, 0.043267250, 0.000867128, 5
Log. Reg, 400, 0.512000000, 0.030879974, 0.000826836, 6
Log. Reg, 400, 0.492000000, 0.024418831, 0.000692129, 7
Log. Reg, 400, 0.493000000, 0.027705908, 0.000688076, 8
Log. Reg, 400, 0.509000000, 0.039934874, 0.000844955, 9
Lin. SVM, 400, 0.487000000, 0.379655838, 0.000943899, 0
Lin. SVM, 400, 0.521000000, 0.366770029, 0.000684977, 1
Lin. SVM, 400, 0.463000000, 0.413910151, 0.001074076, 2
Lin. SVM, 400, 0.509000000, 0.461984158, 0.000725031, 3
Lin. SVM, 400, 0.488000000, 0.366634846, 0.000701904, 4
Lin. SVM, 400, 0.487000000, 0.420017004, 0.000761032, 5
Lin. SVM, 400, 0.524000000, 0.392637968, 0.000775099, 6
Lin. SVM, 400, 0.496000000, 0.429206133, 0.000803232, 7
Lin. SVM, 400, 0.513000000, 0.386517048, 0.000698328, 8
Lin. SVM, 400, 0.488000000, 0.387742996, 0.000697136, 9
SVM, 400, 0.505000000, 0.112466097, 0.269818068, 0
SVM, 400, 0.484000000, 0.112082005, 0.297016144, 1
SVM, 400, 0.494000000, 0.114161015, 0.267141819, 2
SVM, 400, 0.492000000, 0.117449999, 0.263697147, 3
SVM, 400, 0.484000000, 0.109900713, 0.252509832, 4
SVM, 400, 0.485000000, 0.112148046, 0.256078243, 5
SVM, 400, 0.481000000, 0.106930971, 0.254422903, 6
SVM, 400, 0.503000000, 0.105432034, 0.297732115, 7
SVM, 400, 0.506000000, 0.114784956, 0.258886099, 8
SVM, 400, 0.496000000, 0.110849857, 0.268199205, 9
kNN, 400, 0.472000000, 0.004462719, 0.088840961, 0
kNN, 400, 0.489000000, 0.003958941, 0.089896917, 1
kNN, 400, 0.487000000, 0.003485918, 0.078861237, 2
kNN, 400, 0.486000000, 0.004445791, 0.087737083, 3
kNN, 400, 0.497000000, 0.003799200, 0.092046022, 4
kNN, 400, 0.488000000, 0.003964186, 0.092869759, 5
kNN, 400, 0.495000000, 0.003839016, 0.104374886, 6
kNN, 400, 0.519000000, 0.003774881, 0.086111069, 7
kNN, 400, 0.485000000, 0.003618002, 0.088696003, 8
kNN, 400, 0.474000000, 0.003490925, 0.082179070, 9
RF, 400, 0.483000000, 0.193693876, 0.019183874, 0
RF, 400, 0.493000000, 0.306974173, 0.029803038, 1
RF, 400, 0.480000000, 0.246149063, 0.033301830, 2
RF, 400, 0.522000000, 0.309387684, 0.025010109, 3
RF, 400, 0.497000000, 0.212712049, 0.053553104, 4
RF, 400, 0.502000000, 0.207347155, 0.017102718, 5
RF, 400, 0.493000000, 0.388863087, 0.055879831, 6
RF, 400, 0.491000000, 0.285366058, 0.045805693, 7
RF, 400, 0.479000000, 0.305896997, 0.031832218, 8
RF, 400, 0.520000000, 0.344528198, 0.040541887, 9
MLP, 400, 0.492000000, 3.295717001, 0.002458811, 0
MLP, 400, 0.501000000, 2.793039322, 0.002433777, 1
MLP, 400, 0.494000000, 3.648905993, 0.002423048, 2
MLP, 400, 0.493000000, 2.605782986, 0.002436876, 3
MLP, 400, 0.519000000, 2.358447313, 0.002370834, 4
MLP, 400, 0.510000000, 2.209527016, 0.002995968, 5
MLP, 400, 0.485000000, 2.195948124, 0.002438068, 6
MLP, 400, 0.491000000, 2.235401869, 0.002377033, 7
MLP, 400, 0.489000000, 2.364739180, 0.002392769, 8
MLP, 400, 0.510000000, 2.128937960, 0.003069878, 9
S-RerF, 400, 0.508000000, 0.576882124, 0.038787127, 0
S-RerF, 400, 0.496000000, 0.460466862, 0.009176731, 1
S-RerF, 400, 0.500000000, 0.484220743, 0.055555820, 2
S-RerF, 400, 0.503000000, 0.441672802, 0.008546829, 3
S-RerF, 400, 0.514000000, 0.442677975, 0.009897947, 4
S-RerF, 400, 0.506000000, 0.460541010, 0.008655071, 5
S-RerF, 400, 0.529000000, 0.533152103, 0.045938015, 6
S-RerF, 400, 0.515000000, 0.573305130, 0.011123180, 7
S-RerF, 400, 0.520000000, 0.450130939, 0.011076212, 8
S-RerF, 400, 0.484000000, 0.476991892, 0.008601904, 9
MT-MORF, 400, 0.486000000, 0.474584103, 0.010313272, 0
MT-MORF, 400, 0.487000000, 0.515473843, 0.011037111, 1
MT-MORF, 400, 0.506000000, 0.501775026, 0.010172129, 2
MT-MORF, 400, 0.493000000, 0.505839109, 0.022827864, 3
MT-MORF, 400, 0.500000000, 0.626847029, 0.063522100, 4
MT-MORF, 400, 0.500000000, 0.514130116, 0.114640713, 5
MT-MORF, 400, 0.477000000, 0.452947855, 0.010622978, 6
MT-MORF, 400, 0.510000000, 0.526741982, 0.008649111, 7
MT-MORF, 400, 0.493000000, 0.487506151, 0.010601044, 8
MT-MORF, 400, 0.505000000, 0.587526083, 0.009119034, 9
Log. Reg, 1000, 0.494000000, 0.441087008, 0.000755072, 0
Log. Reg, 1000, 0.501000000, 0.324738979, 0.001001835, 1
Log. Reg, 1000, 0.500000000, 0.245778322, 0.000714064, 2
Log. Reg, 1000, 0.497000000, 0.220732927, 0.000749111, 3
Log. Reg, 1000, 0.476000000, 0.234438896, 0.000816345, 4
Log. Reg, 1000, 0.518000000, 0.362912893, 0.000721931, 5
Log. Reg, 1000, 0.507000000, 0.245073795, 0.000711918, 6
Log. Reg, 1000, 0.488000000, 0.327744961, 0.000717163, 7
Log. Reg, 1000, 0.489000000, 0.243737698, 0.000709057, 8
Log. Reg, 1000, 0.525000000, 0.312781096, 0.000775814, 9
Lin. SVM, 1000, 0.482000000, 1.055483818, 0.000685930, 0
Lin. SVM, 1000, 0.527000000, 0.979712009, 0.000695229, 1
Lin. SVM, 1000, 0.480000000, 1.016509295, 0.000704050, 2
Lin. SVM, 1000, 0.511000000, 0.991842031, 0.000694990, 3
Lin. SVM, 1000, 0.501000000, 1.026432753, 0.000709295, 4
Lin. SVM, 1000, 0.539000000, 0.956972837, 0.000686169, 5
Lin. SVM, 1000, 0.532000000, 0.943147182, 0.000876188, 6
Lin. SVM, 1000, 0.481000000, 0.964308262, 0.000819921, 7
Lin. SVM, 1000, 0.502000000, 1.054052830, 0.001036167, 8
Lin. SVM, 1000, 0.508000000, 0.949208021, 0.000759125, 9
SVM, 1000, 0.496000000, 0.648818016, 0.709438086, 0
SVM, 1000, 0.489000000, 0.713054895, 0.676901102, 1
SVM, 1000, 0.476000000, 0.647601843, 0.627763987, 2
SVM, 1000, 0.511000000, 0.644947052, 0.665395021, 3
SVM, 1000, 0.520000000, 0.816725016, 0.887230158, 4
SVM, 1000, 0.519000000, 0.781080723, 0.682954073, 5
SVM, 1000, 0.510000000, 0.693140030, 0.800805807, 6
SVM, 1000, 0.493000000, 0.759414196, 0.712823153, 7
SVM, 1000, 0.471000000, 0.868193150, 0.816583157, 8
SVM, 1000, 0.489000000, 0.928833723, 0.832071066, 9
kNN, 1000, 0.486000000, 0.019129753, 0.217014074, 0
kNN, 1000, 0.499000000, 0.016215086, 0.208337069, 1
kNN, 1000, 0.490000000, 0.013228893, 0.210579872, 2
kNN, 1000, 0.505000000, 0.016532898, 0.234884024, 3
kNN, 1000, 0.488000000, 0.014869928, 0.201652050, 4
kNN, 1000, 0.502000000, 0.039597034, 0.238029957, 5
kNN, 1000, 0.499000000, 0.024363995, 0.236201048, 6
kNN, 1000, 0.512000000, 0.015964031, 0.214751005, 7
kNN, 1000, 0.530000000, 0.015402079, 0.216182709, 8
kNN, 1000, 0.490000000, 0.012607098, 0.213399172, 9
RF, 1000, 0.526000000, 0.310268879, 0.022829056, 0
RF, 1000, 0.507000000, 0.298298836, 0.017832041, 1
RF, 1000, 0.502000000, 0.303271294, 0.020107031, 2
RF, 1000, 0.524000000, 0.304332018, 0.020216227, 3
RF, 1000, 0.492000000, 0.311270952, 0.030318022, 4
RF, 1000, 0.479000000, 0.341332197, 0.020045996, 5
RF, 1000, 0.500000000, 0.406729937, 0.020220995, 6
RF, 1000, 0.475000000, 0.374041080, 0.045933008, 7
RF, 1000, 0.523000000, 0.334515095, 0.018862724, 8
RF, 1000, 0.498000000, 0.343985081, 0.036782026, 9
MLP, 1000, 0.495000000, 8.349147081, 0.003528833, 0
MLP, 1000, 0.479000000, 1.112638950, 0.002695799, 1
MLP, 1000, 0.507000000, 7.016577721, 0.002672195, 2
MLP, 1000, 0.494000000, 0.845353127, 0.002861023, 3
MLP, 1000, 0.489000000, 7.588900805, 0.002714157, 4
MLP, 1000, 0.473000000, 6.968149900, 0.003708839, 5
MLP, 1000, 0.498000000, 5.928276062, 0.002659082, 6
MLP, 1000, 0.510000000, 6.073651075, 0.002866030, 7
MLP, 1000, 0.469000000, 5.791297674, 0.002840996, 8
MLP, 1000, 0.505000000, 6.187788010, 0.002815008, 9
S-RerF, 1000, 0.502000000, 1.472220898, 0.012099028, 0
S-RerF, 1000, 0.501000000, 1.577549219, 0.011009932, 1
S-RerF, 1000, 0.503000000, 1.855293989, 0.043531179, 2
S-RerF, 1000, 0.516000000, 1.718359947, 0.013503790, 3
S-RerF, 1000, 0.515000000, 1.836886883, 0.012327194, 4
S-RerF, 1000, 0.500000000, 1.935025930, 0.011304140, 5
S-RerF, 1000, 0.522000000, 1.972289801, 0.119167089, 6
S-RerF, 1000, 0.527000000, 2.087333918, 0.012018919, 7
S-RerF, 1000, 0.527000000, 1.600951195, 0.025001049, 8
S-RerF, 1000, 0.501000000, 2.059912205, 0.013206005, 9
MT-MORF, 1000, 0.487000000, 2.319518805, 0.086725950, 0
MT-MORF, 1000, 0.503000000, 1.818579912, 0.026474953, 1
MT-MORF, 1000, 0.506000000, 1.745480061, 0.011201143, 2
MT-MORF, 1000, 0.515000000, 1.743052006, 0.013438940, 3
MT-MORF, 1000, 0.502000000, 1.636219025, 0.012639046, 4
MT-MORF, 1000, 0.502000000, 1.545125008, 0.011936188, 5
MT-MORF, 1000, 0.466000000, 1.616486073, 0.012318850, 6
MT-MORF, 1000, 0.527000000, 1.602919817, 0.011353016, 7
MT-MORF, 1000, 0.486000000, 1.552927017, 0.012376785, 8
MT-MORF, 1000, 0.483000000, 1.507146835, 0.011283159, 9
